[('interés', 'n'), 50] 16.578787320066404
[('logrado', 'n'), 1] 5.634305913580881
[('vasconcelos', 'n'), 1] 5.634305913580881
[('viuda', 'n'), 1] 5.634305913580881
[('aerolíneas', 'n'), 1] 5.634305913580881
[('heberto', 'n'), 1] 5.634305913580881
[('adjudicarlas', 'n'), 1] 5.634305913580881
[('ahorita', 'n'), 1] 5.634305913580881
[('mantenimiento', 'n'), 1] 5.634305913580881
[('música', 'n'), 1] 5.634305913580881
[('aplicando', 'n'), 1] 5.634305913580881
[('bobo', 'n'), 1] 5.634305913580881
[('raya', 'n'), 1] 5.634305913580881
[('independientedemocrático', 'n'), 1] 5.634305913580881
[('arturo', 'n'), 1] 5.634305913580881
[('fideicomisos', 'n'), 1] 5.634305913580881
[('lava', 'n'), 1] 5.634305913580881
[('finca', 'n'), 1] 5.634305913580881
[('ponencia', 'n'), 1] 5.634305913580881
[('vigoroso', 'n'), 1] 5.634305913580881
[('filósofo', 'n'), 1] 5.634305913580881
[('partidistas', 'n'), 1] 5.634305913580881
[('della', 'n'), 1] 5.634305913580881
[('baldenegro', 'n'), 1] 5.634305913580881
[('huelguista', 'n'), 1] 5.634305913580881
[('teclado', 'n'), 1] 5.634305913580881
[('desperdicia', 'n'), 1] 5.634305913580881
[('subvención', 'n'), 1] 5.634305913580881
[('tarasca', 'n'), 1] 5.634305913580881
[('golpeado', 'n'), 1] 5.634305913580881
[('jurídica', 'n'), 1] 5.634305913580881
[('precario', 'n'), 1] 5.634305913580881
[('subiera', 'n'), 1] 5.634305913580881
[('perdido', 'n'), 1] 5.634305913580881
[('profundizada', 'n'), 1] 5.634305913580881
[('profeco', 'n'), 1] 5.634305913580881
[('esotérico', 'n'), 1] 5.634305913580881
[('vencimientos', 'n'), 1] 5.634305913580881
[('anticipa', 'n'), 1] 5.634305913580881
[('perezca', 'n'), 1] 5.634305913580881
[('lagunilla', 'n'), 1] 5.634305913580881
[('confección', 'n'), 1] 5.634305913580881
[('prosiga', 'n'), 1] 5.634305913580881
[('tratamos', 'n'), 1] 5.634305913580881
[('tanque', 'n'), 1] 5.634305913580881
[('dotación', 'n'), 1] 5.634305913580881
[('hidráulico', 'n'), 1] 5.634305913580881
[('escatología', 'n'), 1] 5.634305913580881
[('seguras', 'n'), 1] 5.634305913580881
[('inyectado', 'n'), 1] 5.634305913580881
[('fraudulentas', 'n'), 1] 5.634305913580881
[('iconos', 'n'), 1] 5.634305913580881
[('rejuvenecido', 'n'), 1] 5.634305913580881
[('sugerencia', 'n'), 1] 5.634305913580881
[('csu', 'n'), 1] 5.634305913580881
[('florido', 'n'), 1] 5.634305913580881
[('partitocrazia', 'n'), 1] 5.634305913580881
[('exponerlas', 'n'), 1] 5.634305913580881
[('ecologista', 'n'), 1] 5.634305913580881
[('protagónico', 'n'), 1] 5.634305913580881
[('alfa', 'n'), 1] 5.634305913580881
[('apartadas', 'n'), 1] 5.634305913580881
[('cabrera', 'n'), 1] 5.634305913580881
[('fruto', 'n'), 1] 5.634305913580881
[('cumpliendo', 'n'), 1] 5.634305913580881
[('comisionado', 'n'), 1] 5.634305913580881
[('primarias', 'n'), 1] 5.634305913580881
[('regalía', 'n'), 1] 5.634305913580881
[('pavimento', 'n'), 1] 5.634305913580881
[('cúpula', 'n'), 1] 5.634305913580881
[('debilidad', 'n'), 1] 5.634305913580881
[('debamos', 'n'), 1] 5.634305913580881
[('prestos', 'n'), 1] 5.634305913580881
[('poderoso', 'n'), 1] 5.634305913580881
[('intuición', 'n'), 1] 5.634305913580881
[('informativo', 'n'), 1] 5.634305913580881
[('impropio', 'n'), 1] 5.634305913580881
[('murrieta', 'n'), 1] 5.634305913580881
[('zapata', 'n'), 1] 5.634305913580881
[('conectarlo', 'n'), 1] 5.634305913580881
[('protegida', 'n'), 1] 5.634305913580881
[('abbasso', 'n'), 1] 5.634305913580881
[('café', 'n'), 1] 5.634305913580881
[('venustiano', 'n'), 1] 5.634305913580881
[('neta', 'n'), 1] 5.634305913580881
[('agrupadas', 'n'), 1] 5.634305913580881
[('contrajo', 'n'), 1] 5.634305913580881
[('triada', 'n'), 1] 5.634305913580881
[('actualizados', 'n'), 1] 5.634305913580881
[('humillación', 'n'), 1] 5.634305913580881
[('olvida', 'n'), 1] 5.634305913580881
[('segregación', 'n'), 1] 5.634305913580881
[('gordillo', 'n'), 1] 5.634305913580881
[('mundial', 'n'), 1] 5.634305913580881
[('capitalismo', 'n'), 1] 5.634305913580881
[('investidura', 'n'), 1] 5.634305913580881
[('logro', 'n'), 1] 5.634305913580881
[('aversión', 'n'), 1] 5.634305913580881
[('taquilla', 'n'), 1] 5.634305913580881
[('atribución', 'n'), 1] 5.634305913580881
[('metereológicas', 'n'), 1] 5.634305913580881
[('gelatina', 'n'), 1] 5.634305913580881
[('malosos', 'n'), 1] 5.634305913580881
[('jarocho', 'n'), 1] 5.634305913580881
[('altarcito', 'n'), 1] 5.634305913580881
[('ansioso', 'n'), 1] 5.634305913580881
[('fotógrafo', 'n'), 1] 5.634305913580881
[('chacona', 'n'), 1] 5.634305913580881
[('romana', 'n'), 1] 5.634305913580881
[('elegía', 'n'), 1] 5.634305913580881
[('libradas', 'n'), 1] 5.634305913580881
[('atracarlos', 'n'), 1] 5.634305913580881
[('profundidad', 'n'), 1] 5.634305913580881
[('lio', 'n'), 1] 5.634305913580881
[('rezagos', 'n'), 1] 5.634305913580881
[('viviento', 'n'), 1] 5.634305913580881
[('temario', 'n'), 1] 5.634305913580881
[('cosecha', 'n'), 1] 5.634305913580881
[('adición', 'n'), 1] 5.634305913580881
[('fundamentados', 'n'), 1] 5.634305913580881
[('tinta', 'n'), 1] 5.634305913580881
[('suponía', 'n'), 1] 5.634305913580881
[('endeudamiento', 'n'), 1] 5.634305913580881
[('terroba', 'n'), 1] 5.634305913580881
[('carpio', 'n'), 1] 5.634305913580881
[('hielo', 'n'), 1] 5.634305913580881
[('david', 'n'), 1] 5.634305913580881
[('kilo', 'n'), 1] 5.634305913580881
[('reo', 'n'), 1] 5.634305913580881
[('reparación', 'n'), 1] 5.634305913580881
[('altibajos', 'n'), 1] 5.634305913580881
[('policia', 'n'), 1] 5.634305913580881
[('cubículos', 'n'), 1] 5.634305913580881
[('washington', 'n'), 1] 5.634305913580881
[('costosos', 'n'), 1] 5.634305913580881
[('laya', 'n'), 1] 5.634305913580881
[('impulsa', 'n'), 1] 5.634305913580881
[('mama', 'n'), 1] 5.634305913580881
[('suiza', 'n'), 1] 5.634305913580881
[('relacionada', 'n'), 1] 5.634305913580881
[('atinado', 'n'), 1] 5.634305913580881
[('detenimiento', 'n'), 1] 5.634305913580881
[('soya', 'n'), 1] 5.634305913580881
[('escolta', 'n'), 1] 5.634305913580881
[('instrumentadas', 'n'), 1] 5.634305913580881
[('hermanita', 'n'), 1] 5.634305913580881
[('recaiga', 'n'), 1] 5.634305913580881
[('aportados', 'n'), 1] 5.634305913580881
[('manzanillo', 'n'), 1] 5.634305913580881
[('freno', 'n'), 1] 5.634305913580881
[('manejadas', 'n'), 1] 5.634305913580881
[('fractura', 'n'), 1] 5.634305913580881
[('provisión', 'n'), 1] 5.634305913580881
[('gubernatura', 'n'), 1] 5.634305913580881
[('mira', 'n'), 1] 5.634305913580881
[('dicha', 'n'), 1] 5.634305913580881
[('viajara', 'n'), 1] 5.634305913580881
[('hueso', 'n'), 1] 5.634305913580881
[('biofísicos', 'n'), 1] 5.634305913580881
[('solicitaba', 'n'), 1] 5.634305913580881
[('polídeca', 'n'), 1] 5.634305913580881
[('clandestinas', 'n'), 1] 5.634305913580881
[('embrollo', 'n'), 1] 5.634305913580881
[('gobernante', 'n'), 1] 5.634305913580881
[('inicia', 'n'), 1] 5.634305913580881
[('correspondencia', 'n'), 1] 5.634305913580881
[('arca', 'n'), 1] 5.634305913580881
[('abuelo', 'n'), 1] 5.634305913580881
[('ofrezca', 'n'), 1] 5.634305913580881
[('tlatelolco', 'n'), 1] 5.634305913580881
[('alberto', 'n'), 1] 5.634305913580881
[('pasaje', 'n'), 1] 5.634305913580881
[('posguerra', 'n'), 1] 5.634305913580881
[('daniela', 'n'), 1] 5.634305913580881
[('anillo', 'n'), 1] 5.634305913580881
[('visionario', 'n'), 1] 5.634305913580881
[('auxilia', 'n'), 1] 5.634305913580881
[('diccionario', 'n'), 1] 5.634305913580881
[('monetarismo', 'n'), 1] 5.634305913580881
[('remo', 'n'), 1] 5.634305913580881
[('ganador', 'n'), 1] 5.634305913580881
[('devaluatoria', 'n'), 1] 5.634305913580881
[('gloria', 'n'), 1] 5.634305913580881
[('pulverizada', 'n'), 1] 5.634305913580881
[('acumulación', 'n'), 1] 5.634305913580881
[('colega', 'n'), 1] 5.634305913580881
[('truncado', 'n'), 1] 5.634305913580881
[('controlada', 'n'), 1] 5.634305913580881
[('armónico', 'n'), 1] 5.634305913580881
[('bartola', 'n'), 1] 5.634305913580881
[('fusilado', 'n'), 1] 5.634305913580881
[('escribano', 'n'), 1] 5.634305913580881
[('cima', 'n'), 1] 5.634305913580881
[('humanismo', 'n'), 1] 5.634305913580881
[('título', 'n'), 1] 5.634305913580881
[('rancho', 'n'), 1] 5.634305913580881
[('disgregado', 'n'), 1] 5.634305913580881
[('núñez', 'n'), 1] 5.634305913580881
[('lectura', 'n'), 1] 5.634305913580881
[('damos', 'n'), 1] 5.634305913580881
[('ramiro', 'n'), 1] 5.634305913580881
[('instinto', 'n'), 1] 5.634305913580881
[('proveedores', 'n'), 1] 5.634305913580881
[('telefonista', 'n'), 1] 5.634305913580881
[('ministro', 'n'), 1] 5.634305913580881
[('sécula', 'n'), 1] 5.634305913580881
[('conviniera', 'n'), 1] 5.634305913580881
[('cuándo', 'n'), 1] 5.634305913580881
[('esposo', 'n'), 1] 5.634305913580881
[('respaldo', 'n'), 1] 5.634305913580881
[('dueño', 'n'), 1] 5.634305913580881
[('inglés', 'n'), 1] 5.634305913580881
[('premoderno', 'n'), 1] 5.634305913580881
[('orientarlos', 'n'), 1] 5.634305913580881
[('amañadas', 'n'), 1] 5.634305913580881
[('inmobiliaria', 'n'), 1] 5.634305913580881
[('plazuela', 'n'), 1] 5.634305913580881
[('diversidad', 'n'), 1] 5.634305913580881
[('angustia', 'n'), 1] 5.634305913580881
[('hemisferio', 'n'), 1] 5.634305913580881
[('comandado', 'n'), 1] 5.634305913580881
[('gaucho', 'n'), 1] 5.634305913580881
[('tranquilidad', 'n'), 1] 5.634305913580881
[('pionero', 'n'), 1] 5.634305913580881
[('rendido', 'n'), 1] 5.634305913580881
[('esponja', 'n'), 1] 5.634305913580881
[('evitara', 'n'), 1] 5.634305913580881
[('brote', 'n'), 1] 5.634305913580881
[('ergo', 'n'), 1] 5.634305913580881
[('insólito', 'n'), 1] 5.634305913580881
[('secos', 'n'), 1] 5.634305913580881
[('efervescencia', 'n'), 1] 5.634305913580881
[('advenimiento', 'n'), 1] 5.634305913580881
[('fundación', 'n'), 1] 5.634305913580881
[('cubriendo', 'n'), 1] 5.634305913580881
[('alertado', 'n'), 1] 5.634305913580881
[('verla', 'n'), 1] 5.634305913580881
[('reintegrada', 'n'), 1] 5.634305913580881
[('vencimiento', 'n'), 1] 5.634305913580881
[('beca', 'n'), 1] 5.634305913580881
[('delineadas', 'n'), 1] 5.634305913580881
[('símbolo', 'n'), 1] 5.634305913580881
[('educarlos', 'n'), 1] 5.634305913580881
[('colección', 'n'), 1] 5.634305913580881
[('cierne', 'n'), 1] 5.634305913580881
[('verano', 'n'), 1] 5.634305913580881
[('descompostura', 'n'), 1] 5.634305913580881
[('iztapalapa', 'n'), 1] 5.634305913580881
[('envuelto', 'n'), 1] 5.634305913580881
[('interna', 'n'), 1] 5.634305913580881
[('dotarlo', 'n'), 1] 5.634305913580881
[('auto', 'n'), 1] 5.634305913580881
[('bombardea', 'n'), 1] 5.634305913580881
[('necia', 'n'), 1] 5.634305913580881
[('entredicho', 'n'), 1] 5.634305913580881
[('jubilado', 'n'), 1] 5.634305913580881
[('amor', 'n'), 1] 5.634305913580881
[('motor', 'n'), 1] 5.634305913580881
[('balneario', 'n'), 1] 5.634305913580881
[('reid', 'n'), 1] 5.634305913580881
[('secretaria', 'n'), 1] 5.634305913580881
[('mutaciones', 'n'), 1] 5.634305913580881
[('apartado', 'n'), 1] 5.634305913580881
[('tratamiento', 'n'), 1] 5.634305913580881
[('garruda', 'n'), 1] 5.634305913580881
[('john', 'n'), 1] 5.634305913580881
[('canaco', 'n'), 1] 5.634305913580881
[('mia', 'n'), 1] 5.634305913580881
[('linda', 'n'), 1] 5.634305913580881
[('morbo', 'n'), 1] 5.634305913580881
[('prita', 'n'), 1] 5.634305913580881
[('radioaficionado', 'n'), 1] 5.634305913580881
[('girados', 'n'), 1] 5.634305913580881
[('alonso', 'n'), 1] 5.634305913580881
[('compasión', 'n'), 1] 5.634305913580881
[('novela', 'n'), 1] 5.634305913580881
[('detrimento', 'n'), 1] 5.634305913580881
[('satisfacción', 'n'), 1] 5.634305913580881
[('frenético', 'n'), 1] 5.634305913580881
[('considerarlo', 'n'), 1] 5.634305913580881
[('democrático', 'n'), 1] 5.634305913580881
[('noruega', 'n'), 1] 5.634305913580881
[('funeraria', 'n'), 1] 5.634305913580881
[('lírico', 'n'), 1] 5.634305913580881
[('restrictivo', 'n'), 1] 5.634305913580881
[('comercialización', 'n'), 1] 5.634305913580881
[('liderados', 'n'), 1] 5.634305913580881
[('grata', 'n'), 1] 5.634305913580881
[('agudizando', 'n'), 1] 5.634305913580881
[('apresta', 'n'), 1] 5.634305913580881
[('agradezgo', 'n'), 1] 5.634305913580881
[('ambicioso', 'n'), 1] 5.634305913580881
[('america', 'n'), 1] 5.634305913580881
[('aparta', 'n'), 1] 5.634305913580881
[('fábrica', 'n'), 1] 5.634305913580881
[('contraloría', 'n'), 1] 5.634305913580881
[('festivo', 'n'), 1] 5.634305913580881
[('nubla', 'n'), 1] 5.634305913580881
[('tula', 'n'), 1] 5.634305913580881
[('presenciamos', 'n'), 1] 5.634305913580881
[('irrisorio', 'n'), 1] 5.634305913580881
[('desfase', 'n'), 1] 5.634305913580881
[('ensayo', 'n'), 1] 5.634305913580881
[('pasivo', 'n'), 1] 5.634305913580881
[('salamanca', 'n'), 1] 5.634305913580881
[('preferida', 'n'), 1] 5.634305913580881
[('centenar', 'n'), 1] 5.634305913580881
[('olvidadas', 'n'), 1] 5.634305913580881
[('prensa', 'n'), 1] 5.634305913580881
[('crea', 'n'), 1] 5.634305913580881
[('preparación', 'n'), 1] 5.634305913580881
[('maniobra', 'n'), 1] 5.634305913580881
[('convocados', 'n'), 1] 5.634305913580881
[('mandatario', 'n'), 1] 5.634305913580881
[('prelado', 'n'), 1] 5.634305913580881
[('compleja', 'n'), 1] 5.634305913580881
[('presidiendo', 'n'), 1] 5.634305913580881
[('cantinflas', 'n'), 1] 5.634305913580881
[('renovada', 'n'), 1] 5.634305913580881
[('ornelas', 'n'), 1] 5.634305913580881
[('pacheco', 'n'), 1] 5.634305913580881
[('seleccionado', 'n'), 1] 5.634305913580881
[('escena', 'n'), 1] 5.634305913580881
[('banqueta', 'n'), 1] 5.634305913580881
[('vigilantes', 'n'), 1] 5.634305913580881
[('inocencia', 'n'), 1] 5.634305913580881
[('sureste', 'n'), 1] 5.634305913580881
[('deportista', 'n'), 1] 5.634305913580881
[('advenedizo', 'n'), 1] 5.634305913580881
[('obligada', 'n'), 1] 5.634305913580881
[('masa', 'n'), 1] 5.634305913580881
[('pronunciaba', 'n'), 1] 5.634305913580881
[('radiopatrullas', 'n'), 1] 5.634305913580881
[('hgo', 'n'), 1] 5.634305913580881
[('fanático', 'n'), 1] 5.634305913580881
[('abrego', 'n'), 1] 5.634305913580881
[('valiosa', 'n'), 1] 5.634305913580881
[('metodologías', 'n'), 1] 5.634305913580881
[('cano', 'n'), 1] 5.634305913580881
[('vaca', 'n'), 1] 5.634305913580881
[('lágrima', 'n'), 1] 5.634305913580881
[('transformación', 'n'), 1] 5.634305913580881
[('promovido', 'n'), 1] 5.634305913580881
[('manifestación', 'n'), 1] 5.634305913580881
[('saquearlo', 'n'), 1] 5.634305913580881
[('concecuencia', 'n'), 1] 5.634305913580881
[('internacionalización', 'n'), 1] 5.634305913580881
[('indebidos', 'n'), 1] 5.634305913580881
[('tinajero', 'n'), 1] 5.634305913580881
[('interpuso', 'n'), 1] 5.634305913580881
[('nostalgia', 'n'), 1] 5.634305913580881
[('centroamericana', 'n'), 1] 5.634305913580881
[('tapo', 'n'), 1] 5.634305913580881
[('estrella', 'n'), 1] 5.634305913580881
[('agremiados', 'n'), 1] 5.634305913580881
[('entraña', 'n'), 1] 5.634305913580881
[('sofocados', 'n'), 1] 5.634305913580881
[('giro', 'n'), 1] 5.634305913580881
[('normalidad', 'n'), 1] 5.634305913580881
[('arresto', 'n'), 1] 5.634305913580881
[('prospera', 'n'), 1] 5.634305913580881
[('argentina', 'n'), 1] 5.634305913580881
[('prestigiadas', 'n'), 1] 5.634305913580881
[('áprivada', 'n'), 1] 5.634305913580881
[('blaha', 'n'), 1] 5.634305913580881
[('suplantado', 'n'), 1] 5.634305913580881
[('entretenimiento', 'n'), 1] 5.634305913580881
[('identificando', 'n'), 1] 5.634305913580881
[('exclusión', 'n'), 1] 5.634305913580881
[('partidizado', 'n'), 1] 5.634305913580881
[('victoria', 'n'), 1] 5.634305913580881
[('alemanista', 'n'), 1] 5.634305913580881
[('dividirlas', 'n'), 1] 5.634305913580881
[('mitología', 'n'), 1] 5.634305913580881
[('seguiremos', 'n'), 1] 5.634305913580881
[('acelerado', 'n'), 1] 5.634305913580881
[('perjuicio', 'n'), 1] 5.634305913580881
[('accionista', 'n'), 1] 5.634305913580881
[('edo', 'n'), 1] 5.634305913580881
[('cuna', 'n'), 1] 5.634305913580881
[('sencillez', 'n'), 1] 5.634305913580881
[('escritas', 'n'), 1] 5.634305913580881
[('obstaculizado', 'n'), 1] 5.634305913580881
[('cuerdo', 'n'), 1] 5.634305913580881
[('dietoterapeuta', 'n'), 1] 5.634305913580881
[('limitarnos', 'n'), 1] 5.634305913580881
[('especifica', 'n'), 1] 5.634305913580881
[('ayuno', 'n'), 1] 5.634305913580881
[('controversia', 'n'), 1] 5.634305913580881
[('aire', 'n'), 1] 5.634305913580881
[('tepantongo', 'n'), 1] 5.634305913580881
[('empate', 'n'), 1] 5.634305913580881
[('género', 'n'), 1] 5.634305913580881
[('formación', 'n'), 1] 5.634305913580881
[('enfoque', 'n'), 1] 5.634305913580881
[('enciso', 'n'), 1] 5.634305913580881
[('valdovinos', 'n'), 1] 5.634305913580881
[('gafas', 'n'), 1] 5.634305913580881
[('exportadora', 'n'), 1] 5.634305913580881
[('microcómputo', 'n'), 1] 5.634305913580881
[('audio', 'n'), 1] 5.634305913580881
[('alcanza', 'n'), 1] 5.634305913580881
[('memoria', 'n'), 1] 5.634305913580881
[('emotivo', 'n'), 1] 5.634305913580881
[('segmento', 'n'), 1] 5.634305913580881
[('acelera', 'n'), 1] 5.634305913580881
[('hagamos', 'n'), 1] 5.634305913580881
[('tesobonos', 'n'), 1] 5.634305913580881
[('tío', 'n'), 1] 5.634305913580881
[('pésimos', 'n'), 1] 5.634305913580881
[('encriptada', 'n'), 1] 5.634305913580881
[('giradas', 'n'), 1] 5.634305913580881
[('alcalde', 'n'), 1] 5.634305913580881
[('acero', 'n'), 1] 5.634305913580881
[('subasta', 'n'), 1] 5.634305913580881
[('desalojo', 'n'), 1] 5.634305913580881
[('extremista', 'n'), 1] 5.634305913580881
[('inodados', 'n'), 1] 5.634305913580881
[('celebración', 'n'), 1] 5.634305913580881
[('frenazo', 'n'), 1] 5.634305913580881
[('madrid', 'n'), 1] 5.634305913580881
[('geranio', 'n'), 1] 5.634305913580881
[('miedo', 'n'), 1] 5.634305913580881
[('actualizada', 'n'), 1] 5.634305913580881
[('mostradas', 'n'), 1] 5.634305913580881
[('padecía', 'n'), 1] 5.634305913580881
[('eje', 'n'), 1] 5.634305913580881
[('cuento', 'n'), 1] 5.634305913580881
[('partida', 'n'), 1] 5.634305913580881
[('convenga', 'n'), 1] 5.634305913580881
[('cortina', 'n'), 1] 5.634305913580881
[('concesión', 'n'), 1] 5.634305913580881
[('microondas', 'n'), 1] 5.634305913580881
[('murillo', 'n'), 1] 5.634305913580881
[('candado', 'n'), 1] 5.634305913580881
[('desocupados', 'n'), 1] 5.634305913580881
[('adulto', 'n'), 1] 5.634305913580881
[('referencia', 'n'), 1] 5.634305913580881
[('altamirano', 'n'), 1] 5.634305913580881
[('refrán', 'n'), 1] 5.634305913580881
[('saliera', 'n'), 1] 5.634305913580881
[('tremendas', 'n'), 1] 5.634305913580881
[('confluencia', 'n'), 1] 5.634305913580881
[('concierto', 'n'), 1] 5.634305913580881
[('sinfín', 'n'), 1] 5.634305913580881
[('inminencia', 'n'), 1] 5.634305913580881
[('horno', 'n'), 1] 5.634305913580881
[('manantial', 'n'), 1] 5.634305913580881
[('rector', 'n'), 1] 5.634305913580881
[('mandato', 'n'), 1] 5.634305913580881
[('inmundas', 'n'), 1] 5.634305913580881
[('recuperadas', 'n'), 1] 5.634305913580881
[('verso', 'n'), 1] 5.634305913580881
[('pésimas', 'n'), 1] 5.634305913580881
[('vereoconferencias', 'n'), 1] 5.634305913580881
[('andrómeda', 'n'), 1] 5.634305913580881
[('acompaña', 'n'), 1] 5.634305913580881
[('franco', 'n'), 1] 5.634305913580881
[('jurado', 'n'), 1] 5.634305913580881
[('controlados', 'n'), 1] 5.634305913580881
[('africa', 'n'), 1] 5.634305913580881
[('medianía', 'n'), 1] 5.634305913580881
[('debidas', 'n'), 1] 5.634305913580881
[('arancel', 'n'), 1] 5.634305913580881
[('polichinela', 'n'), 1] 5.634305913580881
[('nativo', 'n'), 1] 5.634305913580881
[('afirma', 'n'), 1] 5.634305913580881
[('muerta', 'n'), 1] 5.634305913580881
[('gato', 'n'), 1] 5.634305913580881
[('catálogo', 'n'), 1] 5.634305913580881
[('descontados', 'n'), 1] 5.634305913580881
[('favorezca', 'n'), 1] 5.634305913580881
[('asegura', 'n'), 1] 5.634305913580881
[('litro', 'n'), 1] 5.634305913580881
[('cruce', 'n'), 1] 5.634305913580881
[('apoteótica', 'n'), 1] 5.634305913580881
[('seguro', 'n'), 1] 5.634305913580881
[('grpo', 'n'), 1] 5.634305913580881
[('ausentismo', 'n'), 1] 5.634305913580881
[('ortega', 'n'), 1] 5.634305913580881
[('tabasco', 'n'), 1] 5.634305913580881
[('trasferencia', 'n'), 1] 5.634305913580881
[('indicador', 'n'), 1] 5.634305913580881
[('padrón', 'n'), 1] 5.634305913580881
[('recta', 'n'), 1] 5.634305913580881
[('monja', 'n'), 1] 5.634305913580881
[('enjabonada', 'n'), 1] 5.634305913580881
[('asfixia', 'n'), 1] 5.634305913580881
[('labriego', 'n'), 1] 5.634305913580881
[('captados', 'n'), 1] 5.634305913580881
[('caballeroso', 'n'), 1] 5.634305913580881
[('dinámica', 'n'), 1] 5.634305913580881
[('portada', 'n'), 1] 5.634305913580881
[('garantizaría', 'n'), 1] 5.634305913580881
[('lucía', 'n'), 1] 5.634305913580881
[('cueva', 'n'), 1] 5.634305913580881
[('toga', 'n'), 1] 5.634305913580881
[('propiciaba', 'n'), 1] 5.634305913580881
[('dominio', 'n'), 1] 5.634305913580881
[('estancia', 'n'), 1] 5.634305913580881
[('vestidura', 'n'), 1] 5.634305913580881
[('encanto', 'n'), 1] 5.634305913580881
[('real', 'n'), 1] 5.634305913580881
[('agropecuaria', 'n'), 1] 5.634305913580881
[('sabor', 'n'), 1] 5.634305913580881
[('tutor', 'n'), 1] 5.634305913580881
[('excedido', 'n'), 1] 5.634305913580881
[('salinismo', 'n'), 1] 5.634305913580881
[('exportador', 'n'), 1] 5.634305913580881
[('reñidas', 'n'), 1] 5.634305913580881
[('azúcar', 'n'), 1] 5.634305913580881
[('globalización', 'n'), 1] 5.634305913580881
[('fría', 'n'), 1] 5.634305913580881
[('tamaulipas', 'n'), 1] 5.634305913580881
[('enmedio', 'n'), 1] 5.634305913580881
[('huevo', 'n'), 1] 5.634305913580881
[('matemático', 'n'), 1] 5.634305913580881
[('fabio', 'n'), 1] 5.634305913580881
[('microsoft', 'n'), 1] 5.634305913580881
[('predomina', 'n'), 1] 5.634305913580881
[('dtura', 'n'), 1] 5.634305913580881
[('espejo', 'n'), 1] 5.634305913580881
[('liberalización', 'n'), 1] 5.634305913580881
[('paseo', 'n'), 1] 5.634305913580881
[('costado', 'n'), 1] 5.634305913580881
[('ignorancia', 'n'), 1] 5.634305913580881
[('rogelio', 'n'), 1] 5.634305913580881
[('espectro', 'n'), 1] 5.634305913580881
[('abandonando', 'n'), 1] 5.634305913580881
[('venderlo', 'n'), 1] 5.634305913580881
[('roja', 'n'), 1] 5.634305913580881
[('unión', 'n'), 1] 5.634305913580881
[('fructífera', 'n'), 1] 5.634305913580881
[('balance', 'n'), 1] 5.634305913580881
[('bell', 'n'), 1] 5.634305913580881
[('capitalina', 'n'), 1] 5.634305913580881
[('manchada', 'n'), 1] 5.634305913580881
[('discípulo', 'n'), 1] 5.634305913580881
[('grieta', 'n'), 1] 5.634305913580881
[('fructífero', 'n'), 1] 5.634305913580881
[('conasupo', 'n'), 1] 5.634305913580881
[('envío', 'n'), 1] 5.634305913580881
[('consecución', 'n'), 1] 5.634305913580881
[('determinación', 'n'), 1] 5.634305913580881
[('fariséico', 'n'), 1] 5.634305913580881
[('multitud', 'n'), 1] 5.634305913580881
[('paisaje', 'n'), 1] 5.634305913580881
[('delictuoso', 'n'), 1] 5.634305913580881
[('premisa', 'n'), 1] 5.634305913580881
[('votación', 'n'), 1] 5.634305913580881
[('tramo', 'n'), 1] 5.634305913580881
[('reina', 'n'), 1] 5.634305913580881
[('joven', 'n'), 1] 5.634305913580881
[('frankenstein', 'n'), 1] 5.634305913580881
[('maxis', 'n'), 1] 5.634305913580881
[('recitadas', 'n'), 1] 5.634305913580881
[('cato', 'n'), 1] 5.634305913580881
[('contrajera', 'n'), 1] 5.634305913580881
[('estratosférica', 'n'), 1] 5.634305913580881
[('agrarias', 'n'), 1] 5.634305913580881
[('asienta', 'n'), 1] 5.634305913580881
[('enfermedad', 'n'), 1] 5.634305913580881
[('quebrado', 'n'), 1] 5.634305913580881
[('estampa', 'n'), 1] 5.634305913580881
[('ornamento', 'n'), 1] 5.634305913580881
[('redocumenta', 'n'), 1] 5.634305913580881
[('estrago', 'n'), 1] 5.634305913580881
[('multiplicando', 'n'), 1] 5.634305913580881
[('caudillesca', 'n'), 1] 5.634305913580881
[('clavícula', 'n'), 1] 5.634305913580881
[('duranpa', 'n'), 1] 5.634305913580881
[('conferencia', 'n'), 1] 5.634305913580881
[('dominando', 'n'), 1] 5.634305913580881
[('coronel', 'n'), 1] 5.634305913580881
[('vendedor', 'n'), 1] 5.634305913580881
[('suframos', 'n'), 1] 5.634305913580881
[('casanova', 'n'), 1] 5.634305913580881
[('carencia', 'n'), 1] 5.634305913580881
[('asesoría', 'n'), 1] 5.634305913580881
[('eromero', 'n'), 1] 5.634305913580881
[('cabina', 'n'), 1] 5.634305913580881
[('refiero', 'n'), 1] 5.634305913580881
[('corruptos', 'n'), 1] 5.634305913580881
[('católico', 'n'), 1] 5.634305913580881
[('gerencia', 'n'), 1] 5.634305913580881
[('montados', 'n'), 1] 5.634305913580881
[('deber', 'n'), 1] 5.634305913580881
[('desarticulado', 'n'), 1] 5.634305913580881
[('almacenada', 'n'), 1] 5.634305913580881
[('patrimonio', 'n'), 1] 5.634305913580881
[('elogio', 'n'), 1] 5.634305913580881
[('grandiosa', 'n'), 1] 5.634305913580881
[('creador', 'n'), 1] 5.634305913580881
[('cárdenas', 'n'), 1] 5.634305913580881
[('refería', 'n'), 1] 5.634305913580881
